shape_Elongation,shape_Flatness,shape_LeastAxisLength,shape_MajorAxisLength,shape_Maximum2DDiameterColumn,shape_Maximum2DDiameterRow,shape_Maximum2DDiameterSlice,shape_Maximum3DDiameter,shape_MeshVolume,shape_MinorAxisLength,shape_Sphericity,shape_SurfaceArea,shape_SurfaceVolumeRatio,shape_VoxelVolume,firstorder_10Percentile,firstorder_90Percentile,firstorder_Energy,firstorder_Entropy,firstorder_InterquartileRange,firstorder_Kurtosis,firstorder_Maximum,firstorder_MeanAbsoluteDeviation,firstorder_Mean,firstorder_Median,firstorder_Minimum,firstorder_Range,firstorder_RobustMeanAbsoluteDeviation,firstorder_RootMeanSquared,firstorder_Skewness,firstorder_TotalEnergy,firstorder_Uniformity,firstorder_Variance,glcm_Autocorrelation,glcm_ClusterProminence,glcm_ClusterShade,glcm_ClusterTendency,glcm_Contrast,glcm_Correlation,glcm_DifferenceAverage,glcm_DifferenceEntropy,glcm_DifferenceVariance,glcm_Id,glcm_Idm,glcm_Idmn,glcm_Idn,glcm_Imc1,glcm_Imc2,glcm_InverseVariance,glcm_JointAverage,glcm_JointEnergy,glcm_JointEntropy,glcm_MCC,glcm_MaximumProbability,glcm_SumAverage,glcm_SumEntropy,glcm_SumSquares,gldm_DependenceEntropy,gldm_DependenceNonUniformity,gldm_DependenceNonUniformityNormalized,gldm_DependenceVariance,gldm_GrayLevelNonUniformity,gldm_GrayLevelVariance,gldm_HighGrayLevelEmphasis,gldm_LargeDependenceEmphasis,gldm_LargeDependenceHighGrayLevelEmphasis,gldm_LargeDependenceLowGrayLevelEmphasis,gldm_LowGrayLevelEmphasis,gldm_SmallDependenceEmphasis,gldm_SmallDependenceHighGrayLevelEmphasis,gldm_SmallDependenceLowGrayLevelEmphasis,glrlm_GrayLevelNonUniformity,glrlm_GrayLevelNonUniformityNormalized,glrlm_GrayLevelVariance,glrlm_HighGrayLevelRunEmphasis,glrlm_LongRunEmphasis,glrlm_LongRunHighGrayLevelEmphasis,glrlm_LongRunLowGrayLevelEmphasis,glrlm_LowGrayLevelRunEmphasis,glrlm_RunEntropy,glrlm_RunLengthNonUniformity,glrlm_RunLengthNonUniformityNormalized,glrlm_RunPercentage,glrlm_RunVariance,glrlm_ShortRunEmphasis,glrlm_ShortRunHighGrayLevelEmphasis,glrlm_ShortRunLowGrayLevelEmphasis,glszm_GrayLevelNonUniformity,glszm_GrayLevelNonUniformityNormalized,glszm_GrayLevelVariance,glszm_HighGrayLevelZoneEmphasis,glszm_LargeAreaEmphasis,glszm_LargeAreaHighGrayLevelEmphasis,glszm_LargeAreaLowGrayLevelEmphasis,glszm_LowGrayLevelZoneEmphasis,glszm_SizeZoneNonUniformity,glszm_SizeZoneNonUniformityNormalized,glszm_SmallAreaEmphasis,glszm_SmallAreaHighGrayLevelEmphasis,glszm_SmallAreaLowGrayLevelEmphasis,glszm_ZoneEntropy,glszm_ZonePercentage,glszm_ZoneVariance,ngtdm_Busyness,ngtdm_Coarseness,ngtdm_Complexity,ngtdm_Contrast,ngtdm_Strength,has_covid
0.5121842947491860,0.16877560093886200,77.55097752692340,459.4916391677710,410.8235631022160,406.7874137679290,250.08198655640900,411.5239968701700,2804958.1666666700,235.34440115029200,0.38009673968770500,253050.7171407230,0.09021550486845280,2805293.0,0.08049419692998880,0.2092849120179710,58592.31600362250,-3.20342650381492E-16,0.047173343317109700,7.728541039084310,0.5919131411456380,0.04305242271929310,0.13007034378743400,0.11044552602021700,0.0,0.5919131411456380,0.022184331050039800,0.144521086674745,2.143085991194020,58592.31600362250,1.0,0.003968050160667940,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.20342650381492E-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.20342650381492E-16,1.0,1.0,2.0,-3.20342650381492E-16,0.0,0.9167949496063430,2226242.861306470,0.7935865741319950,6.809064586299130,2805293.0,0.0,1.0,694.2982971832180,694.2982971832180,694.2982971832180,1.0,0.0015544744742709800,0.0015544744742709800,0.0015544744742709800,84157.07692307690,1.0,0.0,1.0,2802.774901618410,2802.774901618410,2802.774901618410,1.0,6.281650397225870,1699.9842170893800,0.019302305340349700,0.02999938934117650,990.5216130970560,0.08018158442640520,0.08018158442640520,0.08018158442640520,2.0,1.0,0.0,1.0,1968794764302.5,1968794764302.5,1968794764302.5,1.0,1.0,0.5,5.09349523473148E-13,5.09349523473148E-13,5.09349523473148E-13,0.9999999999999990,7.12938006832085E-07,1377560340.25,0.0,1000000.0,0.0,0.0,0.0,1
0.5209049183884680,0.23202721436637500,107.6887358897690,464.12114278856300,430.0290687848900,430.4195627524380,255.22734963165700,430.75515086879700,4851181.291666670,241.76298600663900,0.4265685813515340,324882.9573082060,0.06696986522979210,4851592.0,0.0462620281273131,0.13175425610658800,45446.114953914600,-3.20342650381492E-16,0.02812731310140640,13.860253443525700,0.5891931902294600,0.0329176449138505,0.08029578402711710,0.06328645447816430,0.0,0.5891931902294600,0.013680215800398400,0.09678459692443970,3.087895031005080,45446.114953914600,1.0,0.0029198452692968200,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.20342650381492E-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.20342650381492E-16,1.0,1.0,2.0,-3.20342650381492E-16,0.0,0.7199113989708900,4094439.548151620,0.8439373195750210,5.211546215843900,4851592.0,0.0,1.0,703.2725723844870,703.2725723844870,703.2725723844870,1.0,0.0015098766573852900,0.0015098766573852900,0.0015098766573852900,108070.23076923100,1.0,0.0,1.0,4536.995779515350,4536.995779515350,4536.995779515350,1.0,6.660161483253840,1925.7565361822100,0.01685944668344790,0.022275210027807500,1566.846984619120,0.08791892254731210,0.08791892254731210,0.08791892254731210,3.0,1.0,0.0,1.0,3947412947308.6700,3947412947308.6700,3947412947308.6700,1.0,1.0,0.3333333333333330,0.009259259259374690,0.009259259259374690,0.009259259259374690,1.5849625007211600,6.18353728013403E-07,1332085732368.2200,0.0,1000000.0,0.0,0.0,0.0,1
0.6076118807191430,0.2966489388388390,123.31884261766600,415.70633321787100,389.8025141016920,392.86766219682700,269.67016891009700,396.17799030233900,5957736.708333330,252.58810695336900,0.45553650171896500,348884.6106812470,0.058559924307035500,5958281.0,0.0334855403348554,0.16704718417047200,73068.32414285110,-3.20342650381492E-16,0.03424657534246580,9.775162714566800,0.65220700152207,0.04901429038265180,0.07928364115577710,0.05136986301369860,0.0,0.65220700152207,0.018798447742487500,0.11073988871306600,2.672018365941280,73068.32414285110,1.0,0.005977427197264160,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.20342650381492E-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.20342650381492E-16,1.0,1.0,2.0,-3.20342650381492E-16,0.0,0.6442958162637620,5135914.988836710,0.8619793173293960,4.508539566084340,5958281.0,0.0,1.0,706.4603735540500,706.4603735540500,706.4603735540500,1.0,0.0014878085059073900,0.0014878085059073900,0.0014878085059073900,115871.69230769200,1.0,0.0,1.0,5565.303785583790,5565.303785583790,5565.303785583790,1.0,6.843852261518130,1614.411415066960,0.013255348067278300,0.019447168119075300,1738.3570623175600,0.07234651503181750,0.07234651503181750,0.07234651503181750,3.0,1.0,0.0,1.0,5927080514637.670,5927080514637.670,5927080514637.670,1.0,1.0,0.3333333333333330,2.0996052817603E-05,2.0996052817603E-05,2.0996052817603E-05,1.5849625007211600,5.03500925854286E-07,1982512461864.2200,0.0,1000000.0,0.0,0.0,0.0,0
0.548590531796614,0.2841546288144300,135.02270791469800,475.17335359993700,428.3479893731260,432.68464266715100,287.12366673613000,432.707753570467,7747762.083333330,260.6756027469700,0.4560234930868880,415222.70331151800,0.05359259859111160,7748475.0,0.03418803418803420,0.09401709401709400,45348.05404446960,-3.20342650381492E-16,0.021553325901152000,21.12210631917450,0.6492010405053880,0.025807706923934700,0.061009934431074600,0.04793756967670010,0.0,0.6492010405053880,0.010083908848563000,0.0765017217832461,3.857814589473710,45348.05404446960,1.0,0.0021303013365171600,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.20342650381492E-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.20342650381492E-16,1.0,1.0,2.0,-3.20342650381492E-16,0.0,0.604286390586594,6761432.773097290,0.8726146465075110,4.179623965907050,7748475.0,0.0,1.0,708.4293369985710,708.4293369985710,708.4293369985710,1.0,0.0014802582004263300,0.0014802582004263300,0.0014802582004263300,137772.76923076900,1.0,0.0,1.0,6521.21539422035,6521.21539422035,6521.21539422035,1.0,6.924817550183500,2102.394543712320,0.014410191244713800,0.01778063028283230,2140.9491578812200,0.08174590584412350,0.08174590584412350,0.08174590584412350,1.0,1.0,0.0,1.0,60038864825625.0,60038864825625.0,60038864825625.0,1.0,1.0,1.0,1.66558778701824E-14,1.66558778701824E-14,1.66558778701824E-14,-3.20342650381492E-16,1.29057653280162E-07,0.0,0.0,1000000.0,0.0,0.0,0.0,1
0.5140687020711190,0.28459725026958500,117.63035258171100,413.32216832834900,367.0871831050490,365.39567594595300,242.2973379961080,367.8070146150020,3695204.125,212.47599060977500,0.420524023766169,274864.6794502650,0.07438416665284080,3695507.0,0.03247863247863250,0.08815628815628820,16259.303893816100,-3.20342650381492E-16,0.018559218559218600,16.258380626879000,1.0,0.02169502344259950,0.0555704998487004,0.04493284493284490,0.0,1.0,0.008969647138139480,0.06633060515507630,3.2225278721491100,16259.303893816100,1.0,0.001311668726804230,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.20342650381492E-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.20342650381492E-16,1.0,1.0,2.0,-3.20342650381492E-16,0.0,0.7907360743035780,3054674.4631361800,0.8265914428348210,5.747196221011080,3695507.0,0.0,1.0,700.4886141468550,700.4886141468550,700.4886141468550,1.0,0.0015256136889662000,0.0015256136889662000,0.0015256136889662000,91258.0,1.0,0.0,1.0,3532.267929992930,3532.267929992930,3532.267929992930,1.0,6.544030545849640,1748.859507709220,0.018031073588833100,0.02469431122711990,1205.7454928873300,0.08924464081241950,0.08924464081241950,0.08924464081241950,2.0,1.0,0.0,1.0,3531864978884.5,3531864978884.5,3531864978884.5,1.0,1.0,0.5,3.25006760702405E-13,3.25006760702405E-13,3.25006760702405E-13,0.9999999999999990,5.4119773010848E-07,117671982122.25,0.0,1000000.0,0.0,0.0,0.0,0
0.6233429208295710,0.27383566570266700,116.8995450201380,426.8967109166450,414.3090633814330,409.90974616371300,299.3275797516830,416.9928056933360,5339086.791666670,266.103042675318,0.41550054304247300,355541.676503604,0.06659222641942050,5339583.0,0.04233795428999630,0.12401648557512200,46892.74532456450,-3.20342650381492E-16,0.026601723491944600,15.14455449495990,0.6260771824653430,0.032404367648769600,0.07606179633029290,0.05957287373548150,0.0,0.6260771824653430,0.012859791129145200,0.0937128527750318,3.268000349675590,46892.74532456450,1.0,0.0029967019142438200,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.20342650381492E-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.20342650381492E-16,1.0,1.0,2.0,-3.20342650381492E-16,0.0,0.7166238694944270,4509690.609701360,0.8445773030780410,5.171425853091160,5339583.0,0.0,1.0,703.4200440371470,703.4200440371470,703.4200440371470,1.0,0.0015079633661381500,0.0015079633661381500,0.0015079633661381500,118211.30769230800,1.0,0.0,1.0,4727.338022942280,4727.338022942280,4727.338022942280,1.0,6.709078843604320,2060.3337940075400,0.016488197857108700,0.02213867781291310,1647.169424061170,0.08590454623037880,0.08590454623037880,0.08590454623037880,2.0,1.0,0.0,1.0,7225728424364.5,7225728424364.5,7225728424364.5,1.0,1.0,0.5,1.46214401341948E-13,1.46214401341948E-13,1.46214401341948E-13,0.9999999999999990,3.74561084639007E-07,97941770892.25,0.0,1000000.0,0.0,0.0,0.0,1
0.49984578053495600,0.26086095275316000,124.7781868505510,478.3321747989730,432.11572524035700,432.5598224523400,256.8598839834670,433.50201844974100,6874208.75,239.09231926737600,0.46764624454373100,373865.29362483100,0.054386665756234300,6874445.0,0.03469079939668180,0.09954751131221720,43269.85055887130,-3.20342650381492E-16,0.023001508295625900,20.454967718579900,0.6595022624434390,0.027110651480827500,0.06333108742598880,0.049773755656108600,0.0,0.6595022624434390,0.010886063942538700,0.0793366533638024,3.76680925466403,43269.85055887130,1.0,0.002283477932409920,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.20342650381492E-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.20342650381492E-16,1.0,1.0,2.0,-3.20342650381492E-16,0.0,0.6150555243553750,5980617.448904020,0.8699782235371760,4.204472895257500,6874445.0,0.0,1.0,708.1240348857250,708.1240348857250,708.1240348857250,1.0,0.0014801112155683200,0.0014801112155683200,0.0014801112155683200,123876.84615384600,1.0,0.0,1.0,6278.516802590290,6278.516802590290,6278.516802590290,1.0,6.875396110039200,1806.3426113706400,0.013926224741274600,0.01801990504743960,1995.621981029100,0.0773864293310378,0.0773864293310378,0.0773864293310378,1.0,1.0,0.0,1.0,47257994058025.0,47257994058025.0,47257994058025.0,1.0,1.0,1.0,2.11604411048883E-14,2.11604411048883E-14,2.11604411048883E-14,-3.20342650381492E-16,1.45466288551294E-07,0.0,0.0,1000000.0,0.0,0.0,0.0,0
0.645338554753175,0.22353978492383900,100.94517068610500,451.57586029036400,414.0193232205470,417.92941987852400,317.6948221170750,418.20569101818800,5784219.291666670,291.41931304120500,0.4179925843061030,372802.41235318700,0.06445163877003830,5784896.0,0.04670528602461980,0.11368573497465600,46097.08734003050,-3.20342650381492E-16,0.023895727733526400,17.64976710547610,0.55756698044895,0.0271315955814225,0.07607635021904560,0.06299782766111510,0.0,0.55756698044895,0.011185612866537500,0.08926659407105250,3.4890680184815100,46097.08734003050,1.0,0.002180913754395190,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.20342650381492E-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.20342650381492E-16,1.0,1.0,2.0,-3.20342650381492E-16,0.0,0.6806564286279520,4930767.830202650,0.8523520267611820,5.0640041260283300,5784896.0,0.0,1.0,704.1401065810000,704.1401065810000,704.1401065810000,1.0,0.0015058152562715200,0.0015058152562715200,0.0015058152562715200,124587.23076923100,1.0,0.0,1.0,5429.984908683190,5429.984908683190,5429.984908683190,1.0,6.6557489394993400,2226.860684854120,0.017209674069012000,0.02153664141399100,1822.558549224890,0.08780132108730300,0.08780132108730300,0.08780132108730300,3.0,1.0,0.0,1.0,11153618945336.0,11153618945336.0,11153618945336.0,1.0,1.0,0.3333333333333330,0.0001609107304587840,0.0001609107304587840,0.0001609107304587840,1.5849625007211600,5.18591864054254E-07,7435283197467.560,0.0,1000000.0,0.0,0.0,0.0,1
0.6396226660424000,0.2512166261672400,105.53289756580300,420.08723377865800,416.7601228524630,392.149206297807,285.53983960211200,434.1946568072900,5375468.875,268.69731643988200,0.41631384055943600,356457.2968835060,0.06631185207699790,5375507.0,0.026617826617826600,0.09938949938949940,22805.93053376690,-3.20342650381492E-16,0.022466422466422500,10.438204004930400,0.40927960927960900,0.025466832803607500,0.05217438497852800,0.03833943833943830,0.0,0.40927960927960900,0.01149511773637940,0.06513496478815310,2.629320840427190,22805.93053376690,1.0,0.0015203971900663000,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.20342650381492E-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.20342650381492E-16,1.0,1.0,2.0,-3.20342650381492E-16,0.0,0.7090311257803130,4548007.186296470,0.8460610666671020,5.1380490417392500,5375507.0,0.0,1.0,703.4889771327620,703.4889771327620,703.4889771327620,1.0,0.001506515679319010,0.001506515679319010,0.001506515679319010,118606.38461538500,1.0,0.0,1.0,4836.181147792660,4836.181147792660,4836.181147792660,1.0,6.670833224177740,2009.0388865343400,0.016206915110752400,0.02206422289383770,1682.097624109060,0.08279484758952110,0.08279484758952110,0.08279484758952110,3.0,1.0,0.0,1.0,9630849791307.0,9630849791307.0,9630849791307.0,1.0,1.0,0.3333333333333330,0.0004967514574158670,0.0004967514574158670,0.0004967514574158670,1.5849625007211600,5.58086893013068E-07,6420174734968.220,0.0,1000000.0,0.0,0.0,0.0,1
0.561602625143747,0.2668598550065780,116.72690022695300,437.40899216210600,406.06034034364900,406.8967928111500,261.0938528575500,406.9754292337560,5231808.958333330,245.65003825971900,0.422993746394057,344549.3454297070,0.06585663738369160,5232344.0,0.04001584786053880,0.11251980982567400,43596.64921241030,-3.20342650381492E-16,0.024564183835182300,18.41142244657600,0.6644215530903330,0.031181952587462400,0.07248696502548740,0.05665610142630750,0.0,0.6644215530903330,0.011713374159295000,0.09128058424502270,3.64895178342343,43596.64921241030,1.0,0.003077784961506470,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.20342650381492E-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.20342650381492E-16,1.0,1.0,2.0,-3.20342650381492E-16,0.0,0.7093990795125910,4429900.897950900,0.8466379309064730,5.165363909695790,5232344.0,0.0,1.0,703.738612751761,703.738612751761,703.738612751761,1.0,0.0015104322651693600,0.0015104322651693600,0.0015104322651693600,114601.15384615400,1.0,0.0,1.0,4538.89432817223,4538.89432817223,4538.89432817223,1.0,6.6747534909666200,2145.427700779710,0.01768973092565790,0.021902450191759900,1569.6542148057100,0.09401846332931220,0.09401846332931220,0.09401846332931220,2.0,1.0,0.0,1.0,6848894246273.0,6848894246273.0,6848894246273.0,1.0,1.0,0.5,1.46396743728767E-13,1.46396743728767E-13,1.46396743728767E-13,0.9999999999999990,3.82237865094497E-07,4538312689.0,0.0,1000000.0,0.0,0.0,0.0,0
